problem_id,source_id,language,gold_answer,extracted_answer,is_correct,extraction_method,question,generated_response,finish_reason,prompt_tokens,completion_tokens,total_tokens,status,error,adjudicated_correct,decision_type,strict_qc_included
114,3134,english,9050,9050,1,explicit_final,"Toby wants to walk an average of 9,000 steps per day over the next week. On Sunday he walked 9,400 steps. On Monday he walked 9,100 steps. On Tuesday he walked 8,300 steps. On Wednesday he walked 9,200 steps. On Thursday he walked 8,900 steps. How many steps does he need to average on Friday and Saturday to meet his goal?","To solve this problem, we need to determine how many steps Toby needs to walk on Friday and Saturday combined to achieve his goal of averaging 9,000 steps per day over the entire week.

First, let's calculate the total number of steps Toby aims to walk over the week:

\[ \text{Total steps goal} = 9,000 \text{ steps/day} \times 7 \text{ days} = 63,000 \text{ steps} \]

Next, we'll sum up the steps Toby has already walked from Sunday through Thursday:

\[ \text{Steps from Sunday to Thursday} = 9,400 + 9,100 + 8,300 + 9,200 + 8,900 \]

Let's add these numbers:

\[ 9,400 + 9,100 = 18,500 \]
\[ 18,500 + 8,300 = 26,800 \]
\[ 26,800 + 9,200 = 36,000 \]
\[ 36,000 + 8,900 = 44,900 \]

So, Toby has walked 44,900 steps from Sunday to Thursday.

Now, we subtract the steps he has already walked from his total goal to find out how many more steps he needs to walk over the remaining two days (Friday and Saturday):

\[ \text{Steps needed for Friday and Saturday} = 63,000 - 44,900 = 18,100 \]

Since Toby needs to average the same number of steps on both Friday and Saturday, we divide the remaining steps by 2:

\[ \text{Steps needed per day} = \frac{18,100}{2} = 9,050 \]

Therefore, Toby needs to average 9,050 steps on both Friday and Saturday to meet his goal.

FINAL ANSWER: 9050",stop,179,452,631,success,,1,AUTO_CORRECT,1
114,3134,darija,9050,6300,0,last_number,"حمزة بغا يتمشى فالمعدل 9,000 خطوة كل نهار فالسيمانة الجاية. نهار الأحد تمشى 9,400 خطوة. التنين تمشى 9,100. التلات 8,300. لاربغ 9,200. والخميس 8,900. شحال خاصو يتمشى فالمعدل نهار الجمعة والسبت باش يوصل للهدف ديالو؟","باش نحلّو هاد المشكل، أول حاجة غادي نحسبو العدد الإجمالي ديال الخطوات اللي خاص حمزة يمشي خلال الأسبوع كامل باش يحقق الهدف ديالو. من بعد، غادي نحسبو العدد الإجمالي ديال الخطوات اللي ديجا مشى خلال الأيام الخمسة الأولى. و أخيراً، غادي نحددو العدد الإجمالي ديال الخطوات اللي خاصو يمشي في الجمعة و السبت مجموعين، ومن بعد نلقاو المعدل ديال الخطوات اللي خاصو يمشي في كل نهار من هاد النهارين.

1.  **حساب العدد الإجمالي ديال الخطوات المطلوبة:**
    حمزة باغي يتمشى فالمعدل 9,000 خطوة كل نهار على مدى 7 أيام. إذن، العدد الإجمالي ديال الخطوات المطلوبة هو:
    \[
    9,000 \text{ steps/day} \times 7 \text{ days} = 63,000 \text{ steps}
    \]

2.  **حساب العدد الإجمالي ديال الخطوات اللي ديجا مشى:**
    -   Sunday: 9,400 steps
    -   Monday: 9,100 steps
    -   Tuesday: 8,300 steps
    -   Wednesday: 9,200 steps
    -   Thursday: 8,900 steps

    العدد الإجمالي ديال الخطوات اللي ديجا مشى خلال هاد الأيام الخمسة هو:
    \[
    9,400 + 9,100 + 8,300 + 9,200 + 8,900 = 44,900 \text{ steps}
    \]

3.  **تحديد العدد الإجمالي ديال الخطوات المطلوبة في الجمعة و السبت:**
    باش نلقاو العدد الإجمالي ديال الخطوات اللي خاصو يمشي في الجمعة و السبت، غادي نقصو العدد الإجمالي ديال الخطوات اللي ديجا مشى من العدد الإجمالي ديال الخطوات المطلوبة:
    \[
    63,00",length,196,512,708,success,,0,TRUNCATED_UNRESOLVED_OR_WRONG,1
115,2233,english,110,110,1,explicit_final,"Jorge and Giuliana each eat 7 croissants for breakfast, 18 cakes after school, and 30 pizzas before bedtime. What is the total number of croissants, cakes, and pizzas the two consume in a day?","To solve this problem, we need to calculate the total number of croissants, cakes, and pizzas that Jorge and Giuliana consume in a day.

First, let's calculate the total number of croissants they eat:
- Each person eats 7 croissants for breakfast.
- There are 2 people (Jorge and Giuliana).
- Total croissants = 7 croissants/person * 2 persons = 14 croissants.

Next, let's calculate the total number of cakes they eat:
- Each person eats 18 cakes after school.
- There are 2 people (Jorge and Giuliana).
- Total cakes = 18 cakes/person * 2 persons = 36 cakes.

Finally, let's calculate the total number of pizzas they eat:
- Each person eats 30 pizzas before bedtime.
- There are 2 people (Jorge and Giuliana).
- Total pizzas = 30 pizzas/person * 2 persons = 60 pizzas.

Now, let's add up all the items they consume in a day:
- Total croissants + Total cakes + Total pizzas = 14 croissants + 36 cakes + 60 pizzas = 110 items.

Therefore, the total number of croissants, cakes, and pizzas the two consume in a day is 110.

FINAL ANSWER: 110
",stop,131,293,424,success,,1,AUTO_CORRECT,1
115,2233,darija,110,110,1,explicit_final,جواد و غيثة كل واحد فيهم كلا 7 د الكرواصات ف الفطور، و 18 حلوة مورا المدرسة، و 30 ميني-بيتزا قبل ماينعسو. شحال هو المجموع د الماكلة (كرواصة، حلوة، و بيتزا) اللي كلاو بجوج بيهم ف نهار واحد؟,"باش نحلّو هاد المشكل، خاصنا نحسبو العدد الإجمالي ديال الأكلات اللي تاكلو جوج بجوج، و نجمعو الكرواسون، الحلوة، و الميني-بيتزا.

**Step-by-step solution:**

1. **Calculate the total number of croissants eaten by both Jowad and Ghaythah:**
   - كل واحد فيهم كلا 7 ديال الكرواسون.
   - إذن، العدد الإجمالي ديال الكرواسون اللي تاكلو بجوج = \(7 + 7 = 14\).

2. **Calculate the total number of cookies eaten by both Jowad and Ghaythah:**
   - كل واحد فيهم كلا 18 حلوة.
   - إذن، العدد الإجمالي ديال الحلوة اللي تاكلو بجوج = \(18 + 18 = 36\).

3. **Calculate the total number of mini-pizzas eaten by both Jowad and Ghaythah:**
   - كل واحد فيهم كلا 30 ميني-بيتزا.
   - إذن، العدد الإجمالي ديال الميني-بيتزا اللي تاكلو بجوج = \(30 + 30 = 60\).

4. **Calculate the total number of food items eaten by both Jowad and Ghaythah:**
   - نزيدو العدد الإجمالي ديال الكرواسون، الحلوة، و الميني-بيتزا.
   - Total food items = \(14 + 36 + 60 = 110\).

Final Answer: 110
",stop,174,387,561,success,,1,AUTO_CORRECT,1
116,5282,english,10,10,1,explicit_final,"Willie came back from Europe with 70 euros. Normally 5 euros is worth 1 dollar, but the money exchange at the airport will only give Willie 5/7ths of the official exchange rate. How many dollars does Willie get?","To solve this problem, we need to follow these steps:

1. **Determine the official exchange rate**: We know that normally 5 euros is worth 1 dollar. This gives us the official exchange rate.

2. **Calculate the airport exchange rate**: The airport will only give Willie 5/7ths of the official exchange rate. We need to calculate what this reduced exchange rate is.

3. **Convert Willie's euros to dollars using the airport exchange rate**: Finally, we use the airport exchange rate to convert Willie's 70 euros into dollars.

Let's go through each step in detail:

### Step 1: Determine the Official Exchange Rate

The official exchange rate is given as:
\[ \text{Official Exchange Rate} = \frac{1 \text{ dollar}}{5 \text{ euros}} \]

### Step 2: Calculate the Airport Exchange Rate

The airport exchange rate is 5/7ths of the official exchange rate. Therefore:
\[ \text{Airport Exchange Rate} = \frac{5}{7} \times \frac{1 \text{ dollar}}{5 \text{ euros}} \]

Simplifying this:
\[ \text{Airport Exchange Rate} = \frac{5}{7} \times \frac{1}{5} \text{ dollars per euro} \]
\[ \text{Airport Exchange Rate} = \frac{1}{7} \text{ dollars per euro} \]

### Step 3: Convert Willie's Euros to Dollars Using the Airport Exchange Rate

Willie has 70 euros. To find out how many dollars he gets, we multiply his euros by the airport exchange rate:
\[ \text{Dollars} = 70 \text{ euros} \times \frac{1}{7} \text{ dollars per euro} \]

Calculating this:
\[ \text{Dollars} = 70 \times \frac{1}{7} \]
\[ \text{Dollars} = 10 \]

Therefore, Willie gets 10 dollars.

Final Answer: 10
",stop,131,435,566,success,,1,AUTO_CORRECT,1
116,5282,darija,10,10,1,explicit_final,وليد رجع من أوروبا وعندو 70 أورو. عادةً، كل 5 أورو كاتجيب دولار واحد فالصرف، ولكن الصراف فالمطار كيعطي غير 5 على 7 (5/7) من الصرف الرسمي. شحال د الدولار غادي ياخد وليد؟,"باش نحلّو هاد المشكل، خاصنا نحسبو شحال ديال الدولارات غادي ياخد ولد باستعمال سعر الصرف المعدل اللي كيقدم ليه الصراف.

1.  **Determine the official exchange rate:**
    -   كل 5 euros كيسواو 1 dollar.
    -   إذن، ال official exchange rate هو 1 dollar لكل 5 euros.

2.  **Calculate the modified exchange rate:**
    -   الصراف كيعطي غير 5/7 من ال official exchange rate.
    -   ال official exchange rate هو 1 dollar لكل 5 euros.
    -   إذن، ال modified exchange rate هو \( \frac{5}{7} \times 1 \) dollar لكل 5 euros.

3.  **Simplify the modified exchange rate:**
    -   \( \frac{5}{7} \times 1 = \frac{5}{7} \) dollars لكل 5 euros.

4.  **Convert euros to dollars using the modified exchange rate:**
    -   ولد عندو 70 euros.
    -   خاصنا نلقاو شحال ديال الدولارات كيسواو 70 euros بسعر الصرف المعدل.
    -   أول حاجة، نحددو شحال ديال المجموعات ديال 5 euros كاينين في 70 euros:
        \[
        \frac{70 \text{ euros}}{5 \text{ euros/group}} = 14 \text{ groups}
        \]
    -   كل مجموعة ديال 5 euros كتسوى \( \frac{5}{7} \) dollars.
    -   إذن، المجموع ديال الدولارات هو:
        \[
        14 \text{ groups} \times \frac{5}{7} \text{ dollars/group} = 14 \times \frac{5}{7} = 14 \times \frac{5}{7} = 10 \text{ dollars}
        \]

5.  **Final Answer:**
    -   ولد غادي ياخد 10 dollars.

FINAL ANSWER: 10
",stop,156,471,627,success,,1,AUTO_CORRECT,1
117,5678,english,44,4,0,last_number,"A particular train has some passenger cars and a number of cargo cars equal to half the number of passenger cars plus three. If the total number of cars is 71, counting the engine and caboose, how many passenger cars are in the train?","Let's solve the problem step-by-step.

1. **Define Variables:**
   - Let \( p \) be the number of passenger cars.
   - The number of cargo cars is given as half the number of passenger cars plus three, so we can write it as \( \frac{p}{2} + 3 \).

2. **Total Number of Cars:**
   - The total number of cars includes the passenger cars, cargo cars, the engine, and the caboose.
   - According to the problem, the total number of cars is 71.

3. **Set Up the Equation:**
   - The equation for the total number of cars is:
     \[
     p + \left( \frac{p}{2} + 3 \right) + 1 + 1 = 71
     \]
   - Here, the ""+1"" terms account for the engine and the caboose.

4. **Simplify the Equation:**
   - Combine like terms:
     \[
     p + \frac{p}{2} + 3 + 2 = 71
     \]
   - Simplify further:
     \[
     p + \frac{p}{2} + 5 = 71
     \]

5. **Combine Terms with \( p \):**
   - To combine the terms involving \( p \), find a common denominator:
     \[
     \frac{2p}{2} + \frac{p}{2} + 5 = 71
     \]
   - This simplifies to:
     \[
     \frac{3p}{2} + 5 = 71
     \]

6. **Isolate \( p \):**
   - Subtract 5 from both sides:
     \[
     \frac{3p}{2} = 66
     \]
   - Multiply both sides by 2 to clear the fraction:
     \[
     3p = 132
     \]
   - Divide both sides by 3:
     \[
     p = 44
     \]

7. **Verify the Solution:**
   - Check if the solution satisfies the original conditions:
     - Passenger cars: \( p = 44 \)
     - Cargo cars: \( \frac{44}{2} + 3 = 22 + 3 = 25 \)
     - Total cars: \( 4",length,131,512,643,success,,1,TRUNCATION_CORRECT,1
117,5678,darija,44,44,1,explicit_final,واحد التران فيه عربات د الركاب وعربات د السلعة. عدد عربات السلعة كيساوي النص ديال عدد عربات الركاب زايد عليهم 3. إلا كان المجموع د العربات كاملين هو 71 (بما فيهم الراس د التران والمؤخرة)، شحال كاين من عربة د الركاب؟,"باش نحلّو هاد المشكل، خاصنا نحددو العدد ديال عربات الركاب فالتريان. نسميو العدد ديال عربات الركاب بـ \( p \) والعدد ديال عربات الشحن بـ \( c \).

من المشكل، عندنا جوج ديال المعطيات:
1. العدد ديال عربات الشحن كيساوي النص ديال عدد عربات الركاب زائد ثلاثة.
2. العدد الإجمالي ديال العربات، بما في ذلك رأس التريان والمؤخرة، هو 71.

نقدرو نعبرو على هاد المعطيات بجوج ديال المعادلات:

1. \( c = \frac{p}{2} + 3 \)
2. \( p + c + 2 = 71 \)

حيث أن رأس التريان والمؤخرة كيتعداو على عربات الركاب وعربات الشحن، كنزيدو 2 للعدد الإجمالي ديال العربات.

دابا نعوضو المعادلة الأولى في المعادلة الثانية باش نلقاو قيمة \( p \):

\[ p + \left( \frac{p}{2} + 3 \right) + 2 = 71 \]

نبسطو ونحلو باش نلقاو \( p \):

\[ p + \frac{p}{2} + 5 = 71 \]

\[ \frac{3p}{2} + 5 = 71 \]

نقصو 5 من الطرفين بجوج:

\[ \frac{3p}{2} = 66 \]

نضربو الطرفين بجوج في 2 باش نحيدو الكسر:

\[ 3p = 132 \]

نقسمو الطرفين بجوج على 3:

\[ p = 44 \]

إذن، العدد ديال عربات الركاب هو 44.

FINAL ANSWER: 44
",stop,169,450,619,success,,1,AUTO_CORRECT,1
118,4598,english,660,660,1,explicit_final,"Juan bought T-shirts for his employees. He bought shirts for men and women. Women's t-shirts are $5 cheaper than men's t-shirts of the same color. His company has 2 sectors, one in white t-shirts and the other in black t-shirts. He paid $20 for white men's t-shirts and $18 for black men's t-shirts. The 2 sectors have the same number of men and women, with a total of 40 employees. How much did he spend total on buying t-shirts?","To solve this problem, we need to calculate the total cost of the t-shirts Juan bought for his employees. We know that there are two sectors (white and black t-shirts) and each sector has an equal number of men and women. There are a total of 40 employees, so each sector has 20 employees (10 men and 10 women).

First, let's find the cost of the t-shirts for each gender and color:

1. White men's t-shirts cost $20 each.
2. Black men's t-shirts cost $18 each.
3. Women's t-shirts are $5 cheaper than men's t-shirts of the same color.

Now, let's calculate the cost of the t-shirts for each gender and color:

1. White women's t-shirts cost $20 - $5 = $15 each.
2. Black women's t-shirts cost $18 - $5 = $13 each.

Next, let's calculate the total cost for each sector:

1. White sector:
   - Men: 10 * $20 = $200
   - Women: 10 * $15 = $150
   - Total for white sector: $200 + $150 = $350

2. Black sector:
   - Men: 10 * $18 = $180
   - Women: 10 * $13 = $130
   - Total for black sector: $180 + $130 = $310

Finally, let's add the total costs for both sectors to find the overall total cost:

Total cost = $350 (white sector) + $310 (black sector) = $660

Therefore, Juan spent a total of $660 on buying t-shirts.

FINAL ANSWER: 660
",stop,189,400,589,success,,1,AUTO_CORRECT,1
118,4598,darija,660,150,0,last_number,جواد شرى تيشورتات للخدّامة ديالو. شرى للرجال وللعيالات. التيشورتات د العيالات رخص بـ 5 دراهم من د الرجال فنفس اللون. الشركة عندها 2 أقسام: قسم كيلبسو الأبيض وقسم كيلبسو الكحل. جواد خلص 20 درهم للتيشورت الأبيض د الرجال و 18 درهم للتيشورت الكحل د الرجال. هاد الأقسام فيهم نفس العدد د الرجال والعيالات، والمجموع د الخدامة 40. شحال خسر فلمجموع باش يشري التيشورتات؟,"باش نحلّو المشكل، خاصنا نحددو الثمن الإجمالي اللي خدا جواد على جميع القمصان.

أولاً، نفهمو التفاصيل:
- كاينين 40 واحد فالخدمة.
- العدد ديال الرجال والنساء متساوي، إذن كاينين 20 راجل و 20 امرأة.
- كاينين جوج ديال الأقسام: واحد كيلبس الأبيض وواحد كيلبس الكحل.
- كل قسم فيه نفس العدد ديال الرجال والنساء، إذن كل قسم فيه 10 ديال الرجال و 10 ديال النساء.
- الثمن ديال القميص الأبيض ديال الرجال هو 20 درهم.
- الثمن ديال القميص الكحل ديال الرجال هو 18 درهم.
- القمصان ديال النساء رخص ب 5 دراهم من القمصان ديال الرجال بنفس اللون.

دابا نحسبو الثمن ديال القمصان ديال النساء:
- الثمن ديال القميص الأبيض ديال النساء = 20 درهم - 5 دراهم = 15 درهم.
- الثمن ديال القميص الكحل ديال النساء = 18 درهم - 5 دراهم = 13 درهم.

من بعد نحسبو الثمن الإجمالي لكل نوع ديال القميص:
- الثمن ديال القمصان البيض ديال الرجال = 10 ديال الرجال * 20 درهم/قميص = 200 درهم.
- الثمن ديال القمصان البيض ديال النساء = 10 ديال النساء * 15 درهم/قميص = 150 درهم.
- الثمن ديال القمصان الكحل ديال الرجال = 10 ديال الرجال * 18 درهم/قميص = 180 درهم.
- الثمن ديال القمصان الكحل ديال النساء = 10 ديال النساء * 13 درهم/قميص = 130 درهم.

أخيراً، نجمعو الثمن ديال جميع القمصان باش نلقاو الثمن الإجمالي:
- Total cost = 200 درهم (white men's shirts) + 150 در",length,240,512,752,success,,1,TRUNCATION_CORRECT,1
119,1805,english,65,65,1,explicit_final,"Giselle had 20 female doves in a birdhouse. After a month, the doves laid 3 eggs each. If 3/4 of the eggs hatched, calculate the total number of doves Giselle has now.","To solve this problem, we need to follow these steps:

1. Calculate the total number of eggs laid by the doves.
2. Determine how many of those eggs hatched.
3. Add the number of hatched eggs to the original number of doves to find the total number of doves now.

Step 1: Calculate the total number of eggs laid by the doves.
- Giselle had 20 female doves.
- Each dove laid 3 eggs.
- Total number of eggs = Number of doves * Eggs per dove
- Total number of eggs = 20 * 3 = 60

Step 2: Determine how many of those eggs hatched.
- 3/4 of the eggs hatched.
- Number of hatched eggs = (3/4) * Total number of eggs
- Number of hatched eggs = (3/4) * 60 = 45

Step 3: Add the number of hatched eggs to the original number of doves to find the total number of doves now.
- Original number of doves = 20
- Number of hatched eggs = 45
- Total number of doves now = Original number of doves + Number of hatched eggs
- Total number of doves now = 20 + 45 = 65

Therefore, the final answer is:

FINAL ANSWER: 65
",stop,132,300,432,success,,1,AUTO_CORRECT,1
119,1805,darija,65,65,1,explicit_final,غيثة كانت عندها 20 حمامة نتوا فبرج. من بعد شهر، كل حمامة حطات 3 د البيضات. إيلا تلاتة على ربعة (3/4) د داك البيض فقس، حسب شحال ولا عند غيثة د الحمام دابا.,"باش نحلّو هاد المشكل، خاصنا نتبعو الخطوات اللي مذكورة لتحت:

1.  **Initial Pigeons**: غياثة بدات بـ 20 حمامة.

2.  **Eggs Laid**: كل حمامة حطات 3 ديال البيض. إذن، العدد الإجمالي ديال البيض هو:
    \[
    20 \text{ pigeons} \times 3 \text{ eggs per pigeon} = 60 \text{ eggs}
    \]

3.  **Hatched Eggs**: 3/4 ديال البيض فقس. إذن، العدد ديال البيض اللي فقس هو:
    \[
    \frac{3}{4} \times 60 \text{ eggs} = 45 \text{ hatched eggs}
    \]

4.  **Total Pigeons After Hatching**: العدد الإجمالي ديال الحمام بعد ما فقس البيض هو المجموع ديال الحمام الأصلي والحمام الجديد اللي فقس. إذن، العدد الإجمالي ديال الحمام هو:
    \[
    20 \text{ original pigeons} + 45 \text{ new pigeons} = 65 \text{ pigeons}
    \]

إذن، العدد الإجمالي ديال الحمام اللي عند غياثة دابا هو 65.

FINAL ANSWER: 65
",stop,153,324,477,success,,1,AUTO_CORRECT,1
120,5649,english,136,136,1,explicit_final,"Albert has three times as many marbles as Angela. Angela has 8 more than Allison, who has 28 marbles. How many marbles do Albert and Allison have?","Let's solve the problem step-by-step.

1. **Identify the number of marbles Allison has:**
   Allison has 28 marbles.

2. **Determine the number of marbles Angela has:**
   Angela has 8 more marbles than Allison.
   \[
   \text{Angela's marbles} = \text{Allison's marbles} + 8 = 28 + 8 = 36
   \]

3. **Calculate the number of marbles Albert has:**
   Albert has three times as many marbles as Angela.
   \[
   \text{Albert's marbles} = 3 \times \text{Angela's marbles} = 3 \times 36 = 108
   \]

4. **Find the total number of marbles Albert and Allison have together:**
   \[
   \text{Total marbles} = \text{Albert's marbles} + \text{Allison's marbles} = 108 + 28 = 136
   \]

Therefore, the final answer is:

FINAL ANSWER: 136
",stop,117,248,365,success,,1,AUTO_CORRECT,1
120,5649,darija,136,136,1,explicit_final,عبد الله عندو 3 المرات الكلي (Billes) كتر من أنيسة. أنيسة عندها 8 كتر من علية، وعلية عندها 28 كلية. شحال المجموع د الكلي عند عبد الله وعلية؟,"باش نحلّو هاد المشكل، خاصنا نحددو عدد ال Billes عند Abdullah و Ali، ومن بعد نجمعوهم باش نلقاو العدد الإجمالي.

1.  **تحديد عدد ال Billes عند Ali:**
    -   Ali عندها 28 Bille.

2.  **تحديد عدد ال Billes عند Anissa:**
    -   Anissa عندها 8 Billes كتر من Ali.
    -   إذن، عدد ال Billes عند Anissa = عدد ال Billes عند Ali + 8
    -   عدد ال Billes عند Anissa = 28 + 8 = 36

3.  **تحديد عدد ال Billes عند Abdullah:**
    -   Abdullah عنده 3 المرات عدد ال Billes اللي عند Anissa.
    -   إذن، عدد ال Billes عند Abdullah = 3 * عدد ال Billes عند Anissa
    -   عدد ال Billes عند Abdullah = 3 * 36 = 108

4.  **حساب العدد الإجمالي لل Billes عند Abdullah و Ali:**
    -   العدد الإجمالي لل Billes = عدد ال Billes عند Abdullah + عدد ال Billes عند Ali
    -   العدد الإجمالي لل Billes = 108 + 28 = 136

إذن، العدد الإجمالي لل Billes عند Abdullah و Ali هو 136.

FINAL ANSWER: 136
",stop,143,326,469,success,,1,AUTO_CORRECT,1
121,2679,english,106,106,1,explicit_final,"Gretchen, Mitzi, and Beth went bowling together. Gretchen bowled a 120. Mitzi bowled a 113. Beth bowled an 85. What was their average bowling score?","To find the average bowling score of Gretchen, Mitzi, and Beth, we need to follow these steps:

1. **Sum the scores**: Add up the individual scores of Gretchen, Mitzi, and Beth.
   - Gretchen's score = 120
   - Mitzi's score = 113
   - Beth's score = 85

   Sum of scores = 120 + 113 + 85

2. **Count the number of participants**: There are 3 participants (Gretchen, Mitzi, and Beth).

3. **Calculate the average**: Divide the sum of the scores by the number of participants.

Let's perform the calculations:

- Sum of scores = 120 + 113 + 85 = 318
- Number of participants = 3

Average score = Sum of scores / Number of participants = 318 / 3

Now, let's calculate the final result:

Average score = 318 / 3 = 106

Therefore, the average bowling score is 106.

FINAL ANSWER: 106
",stop,128,246,374,success,,1,AUTO_CORRECT,1
121,2679,darija,106,106,1,explicit_final,مشات غيثة ومريم وبثينة يلعبو البولينغ. غيثة جابت 120 نقطة، مريم جابت 113، وبثينة جابت 85. شنو هو المعدل ديال النقط اللي جابو؟,"باش نلقاو المعدل ديال النقاط اللي جابو غيثة ومريم وبثينة، خاصنا نزيدو النقاط ديالهم كاملين ونديرو عليهم القسمة على عدد اللاعبين.

Step 1: نزيدو النقاط ديال غيثة ومريم وبثينة.
Ghaythah's score = 120
Maryam's score = 113
Batool's score = 85

Total score = 120 + 113 + 85

Step 2: نحسبو المجموع ديال النقاط.
Total score = 120 + 113 + 85 = 318

Step 3: نقسمو المجموع ديال النقاط على عدد اللاعبين باش نلقاو المعدل.
Number of players = 3

Average score = Total score / Number of players
Average score = 318 / 3

Step 4: نحسبو المعدل.
Average score = 106

Final Answer: 106
",stop,142,236,378,success,,1,AUTO_CORRECT,1
122,6950,english,68,68,1,explicit_final,Jerusha earned 4 times as much money as Lottie. Together they earned $85. How many dollars did Jerusha earn? Use L to represent Lottie's earnings.,"Let's solve the problem step-by-step.

1. **Define Variables:**
   - Let \( L \) be the amount of money Lottie earned.
   - According to the problem, Jerusha earned 4 times as much money as Lottie. Therefore, Jerusha's earnings can be represented as \( 4L \).

2. **Set Up the Equation:**
   - The total amount of money earned by both Jerusha and Lottie is $85.
   - We can write this as an equation: 
     \[
     L + 4L = 85
     \]

3. **Combine Like Terms:**
   - Combine the terms on the left side of the equation:
     \[
     5L = 85
     \]

4. **Solve for \( L \):**
   - Divide both sides of the equation by 5 to find \( L \):
     \[
     L = \frac{85}{5} = 17
     \]

5. **Find Jerusha's Earnings:**
   - Since Jerusha earned 4 times as much as Lottie, we calculate Jerusha's earnings as:
     \[
     4L = 4 \times 17 = 68
     \]

6. **Final Answer:**
   - Jerusha earned $68.

FINAL ANSWER: 68
",stop,119,300,419,success,,1,AUTO_CORRECT,1
122,6950,darija,68,68,1,explicit_final,جليلة ربحات فخدمتها 4 المرات الفلوس كتر من لطيفة. بجوج بيهم جمعو 85 درهم. شحال ربحات جليلة؟ استعمل L باش تمتل داكشي اللي ربحات لطيفة.,"باش نحلّو هاد المشكل، خاصنا نحددو شحال ربحات جليلة بناءً على المعلومات اللي عندنا.

1.  **Define Variables:**
    -   نفترضو أن \( L \) هو المبلغ ديال الفلوس اللي ربحات لطيفة.
    -   حيت جليلة ربحات 4 المرات الفلوس كتر من لطيفة، إذن المبلغ ديال الفلوس اللي ربحات جليلة هو \( 4L \).

2.  **Set Up the Equation:**
    -   المشكل كيقول باللي المجموع ديال الفلوس اللي ربحات بجوجهم هو 85 درهم.
    -   إذن، نقدروا نديرو المعادلة التالية:
        \[
        L + 4L = 85
        \]

3.  **Simplify and Solve for \( L \):**
    -   نجمعوا الحدود المتشابهة:
        \[
        5L = 85
        \]
    -   نقسموا الطرفين بجوج على 5 باش نلقاو \( L \):
        \[
        L = \frac{85}{5} = 17
        \]

4.  **Calculate Jilali's Earnings:**
    -   حيت \( L = 17 \)، المبلغ ديال الفلوس اللي ربحات جليلة هو \( 4L \).
    -   نعوضو \( L \) في التعبير:
        \[
        4L = 4 \times 17 = 68
        \]

إذن، جليلة ربحات 68 درهم.

FINAL ANSWER: 68
",stop,144,393,537,success,,1,AUTO_CORRECT,1
123,6339,english,75,75,1,explicit_final,"Sofia and her mother go to the grocery store and buys 10kgs of oranges to be used in their home for the week. While at the store, Sofia's father calls and says they're to add 5 more kgs since their neighbor also wanted some supplies. When they reach home, they estimated that for the next coming two weeks they'll have to buy twice as many oranges each week for the supplies to be enough. What the total quantity of oranges they would have bought after the three weeks.","Step 1: Calculate the initial amount of oranges bought at the grocery store.
Sofia and her mother initially bought 10 kg of oranges.

Step 2: Add the additional oranges requested by Sofia's father.
Sofia's father asked to add 5 more kg of oranges. So, the new total is:
10 kg + 5 kg = 15 kg

Step 3: Determine the amount of oranges needed for the next two weeks.
For the next two weeks, they need to buy twice as many oranges each week as they did initially (15 kg). Therefore, for each of the next two weeks, they will need:
2 * 15 kg = 30 kg per week

Step 4: Calculate the total amount of oranges needed for the next two weeks.
Since they need 30 kg per week for two weeks, the total amount needed for the next two weeks is:
30 kg/week * 2 weeks = 60 kg

Step 5: Calculate the total amount of oranges bought over the three weeks.
The total amount of oranges bought over the three weeks is the sum of the initial purchase and the amount needed for the next two weeks:
15 kg (initial purchase) + 60 kg (next two weeks) = 75 kg

Final Answer: 75
",stop,185,279,464,success,,1,AUTO_CORRECT,1
