problem_id,source_id,language,gold_answer,extracted_answer,is_correct,extraction_method,question,generated_response,finish_reason,prompt_tokens,completion_tokens,total_tokens,status,error,auto_is_correct,adjudicated_is_correct,adjudication_changed,adjudication_reason
88,7144,english,720,720,1,explicit_final,"The price of an iPhone fell 10% in a particular month and another 20% in the second month.  If the initial price was $1000, calculate the price after the second month.","The price is reduced step‑by‑step.

1. **First month:**  
   A 10 % drop from the initial \$1000 means the price is reduced by  
   \[
   0.10 \times 1000 = \$100.
   \]  
   New price after month 1:  
   \[
   1000 - 100 = \$900.
   \]

2. **Second month:**  
   A 20 % drop from the new price of \$900 means the price is reduced by  
   \[
   0.20 \times 900 = \$180.
   \]  
   New price after month 2:  
   \[
   900 - 180 = \$720.
   \]

Thus, after the two successive discounts, the iPhone costs **\$720**.

**FINAL ANSWER: 720**",stop,141,232,373,success,,1,1,0,
89,832,english,20,20,1,explicit_final,"John buys 1000 balloons.  Each balloon holds 10 liters of air.  If he buys 500-liter tanks of gas, how many tanks does he need to buy to fill all the balloons?","Each balloon holds \(10\) L.  
For \(1000\) balloons the total volume of air required is  

\[
1000 \times 10\text{ L}=10{,}000\text{ L}.
\]

Each tank supplies \(500\) L, so the number of tanks needed is  

\[
\frac{10{,}000\text{ L}}{500\text{ L/tank}} = 20\text{ tanks}.
\]

Since the division is exact, no extra tank is required.

**FINAL ANSWER: 20**",stop,141,245,386,success,,1,1,0,
89,832,darija,20,20,1,explicit_final,جواد شرا 1000 نفاخة. كل نفاخة كاتهز 10 يترو د الهوا. إيلا كان كيشري قرعات د الكاز ديال 500 يترو، شحال من قرعة خاصو يشري باش يعمر ڭاع النفاخات؟,"Each نفاخة requires 10 L of air.  
For 1000 نفاخة the total air needed is  

\(1000 \times 10 = 10{,}000\) L.

Each gas canister holds 500 L, so the number of canisters required is  

\(\dfrac{10{,}000}{500} = 20\).

**FINAL ANSWER: 20**",stop,162,236,398,success,,1,1,0,
90,3139,darija,32,32,1,explicit_final,إدريس عندو خنشة فيها 51 عقيقة بيضا و 90 عقيقة كحلة. خشا يدو وجبد السدس (1/6) د العقيق الكحل والثلث (1/3) د العقيق الأبيض. شحال د العقيق جبد إدريس فالمجموع؟,"Idris takes  

- \(\frac{1}{6}\) of the 90 black beads: \(\frac{90}{6}=15\) beads.  
- \(\frac{1}{3}\) of the 51 white beads: \(\frac{51}{3}=17\) beads.  

Total beads taken: \(15+17 = 32\).

**FINAL ANSWER: 32**",stop,168,253,421,success,,1,1,0,
90,3139,english,32,32,1,explicit_final,Charley has a bag that contains 51 white beads and 90 black beads. He reaches in the bag and pulls out 1/6 of the black beads and a third of the white beads. How many beads in total did Charley pull out?,"To find how many beads Charley pulled out, compute each portion separately and then add them.

- Black beads: \( \frac{1}{6} \times 90 = \frac{90}{6} = 15 \)
- White beads: \( \frac{1}{3} \times 51 = \frac{51}{3} = 17 \)

Total beads pulled out:
\( 15 + 17 = 32 \)

**FINAL ANSWER: 32**",stop,151,205,356,success,,1,1,0,
91,2300,english,1980,1980,1,explicit_final,"Josh works 8 hours a day, 5 days a week, 4 weeks a month. Carl is an intern and works 2 hours less than Josh every day. Josh gets $9 an hour and Carl, half that. How much does the company pay for the 2 together in one month?","**Step‑by‑step reasoning**

1. **Josh’s work time per month**  
   - Hours per day: 8  
   - Days per week: 5  
   - Weeks per month: 4  
   \[
   8 \times 5 \times 4 = 160 \text{ hours}
   \]

2. **Josh’s pay**  
   - Rate: \$9 per hour  
   \[
   160 \times 9 = \$1{,}440
   \]

3. **Carl’s work time per month**  
   - Carl works 2 hours less each day: \(8-2 = 6\) hours/day  
   \[
   6 \times 5 \times 4 = 120 \text{ hours}
   \]

4. **Carl’s pay**  
   - Rate: half of Josh’s = \(\frac{9}{2} = \$4.5\) per hour  
   \[
   120 \times 4.5 = \$540
   \]

5. **Total company cost for both in one month**  
   \[
   1{,}440 + 540 = \$1{,}980
   \]

**FINAL ANSWER: 1980**",stop,161,447,608,success,,1,1,0,
91,2300,darija,1980,1980,1,explicit_final,جمال خدام 8 السوايع ف النهار، 5 يام ف السيمانة، و 4 سيمانات ف الشهر. كريم سطاجير و كيخدم قل من جمال ب 2 سوايع كل نهار. جمال كيتخلص 9 دراهم للساعة وكريم النص ديالو. شحال الشركة كتخلص ليهم بجوج ف شهر واحد؟,"**Reasoning**

1. **Jamal’s working time per month**  
   - Hours per day: 8  
   - Days per week: 5  
   - Weeks per month: 4  

   \[
   8 \text{ h/day} \times 5 \text{ days/week} \times 4 \text{ weeks} = 160 \text{ hours}
   \]

2. **Kareem’s working time per month**  
   - He works 2 hours less each day: \(8-2 = 6\) hours/day  

   \[
   6 \text{ h/day} \times 5 \text{ days/week} \times 4 \text{ weeks} = 120 \text{ hours}
   \]

3. **Hourly wages**  
   - Jamal: 9 dirhams/hour  
   - Kareem: half of Jamal’s wage = \( \frac{9}{2}=4.5\) dirhams/hour  

4. **Monthly pay**  
   - Jamal: \(160 \text{ h} \times 9 = 1440\) dirhams  
   - Kareem: \(120 \text{ h} \times 4.5 = 540\) dirhams  

5. **Total paid by the company**

   \[
   1440 + 540 = 1980 \text{ dirhams}
   \]

**Final numeric answer**

FINAL ANSWER: 1980",stop,182,577,759,success,,1,1,0,
92,3746,darija,4,4,1,explicit_final,ستيلو وقلم بجوج كايتقامو بـ 6 دراهم. إيلا كان الستيلو كايسوا الدوبل ديال تمن القلم، شحال التمن ديال الستيلو؟,"Let  

- \(p\) = price of the قلم (pencil)  
- \(s\) = price of the ستيلو (pen)

We are told:

1. Together they cost 6 دراهم:  
   \[
   p + s = 6
   \]

2. The ستيلو costs double the قلم:  
   \[
   s = 2p
   \]

Substitute the second equation into the first:

\[
p + 2p = 6 \;\Longrightarrow\; 3p = 6 \;\Longrightarrow\; p = 2
\]

Now find the price of the ستيلو:

\[
s = 2p = 2 \times 2 = 4
\]

**FINAL ANSWER: 4**",stop,144,372,516,success,,1,1,0,
92,3746,english,4,4,1,explicit_final,"A pen and pencil have a total cost of $6. If the pen costs twice as much as the pencil, what is the cost of the pen?","Let the cost of the pencil be \(p\) dollars.  
Then the pen costs twice as much, so its cost is \(2p\) dollars.

According to the problem,
\[
p + 2p = 6.
\]

Combine like terms:
\[
3p = 6 \quad\Longrightarrow\quad p = \frac{6}{3} = 2.
\]

Thus the pen costs twice the pencil’s price:
\[
\text{Cost of pen} = 2p = 2 \times 2 = 4 \text{ dollars}.
\]

**FINAL ANSWER: 4**",stop,130,204,334,success,,1,1,0,
93,5247,english,60,60,1,explicit_final,"Grant spends $200.00 a year to have the newspaper delivered daily to his house.  Juanita buys the newspaper daily.  Monday through Saturday, she spends $0.50 and on Sunday she spends $2.00.  How much more money does Juanita spend buying the newspaper yearly than Grant?","Grant’s yearly cost is given directly:

\[
\text{Grant’s cost}= \$200.
\]

Juanita’s cost per week:
- Monday‑Saturday: \(6 \times \$0.50 = \$3.00\)
- Sunday: \(\$2.00\)

\[
\text{Weekly cost}= \$3.00 + \$2.00 = \$5.00.
\]

Assuming a year has 52 weeks, Juanita’s yearly cost is

\[
\text{Juanita’s cost}= 52 \times \$5.00 = \$260.
\]

The difference between Juanita’s and Grant’s yearly expenses is

\[
\$260 - \$200 = \$60.
\]

\[
\boxed{60}
\]

FINAL ANSWER: 60",stop,162,456,618,success,,1,1,0,
93,5247,darija,60,60,1,explicit_final,عمر كيخسر 200 درهم فالعام باش توصلو الجريدة للدار يوميا. سعيدة كاتشري الجريدة شاك جور. من التنين للسبت كاتشريها بـ 0.50 درهم (10 ريال)، ونهار الحد كاتشريها بـ 2 دراهم. شحال كاتخسر سعيدة كتر من عمر فالعام؟,"**الخطوات**

1. سعر الجريدة التي تشتريها سعيدة:
- من الإثنين إلى السبت: ‎0.50 درهم / يوم  
- يوم الأحد: ‎2 درهم / يوم  

2. عدد الأيام في السنة يُستَخدم عادةً 52 أسبوعًا (364 يوماً) لأن السؤال لا يذكر اليوم الإضافي.  
   لذا في كل أسبوع يوجد:
   - 6 أيام (الإثنين‑السبت) بسعر ‎0.50 درهم  
   - 1 يوم (الأحد) بسعر ‎2 درهم  

3. تكلفة الأسبوع الواحد:
\[
6 \times 0.50 + 1 \times 2 = 3 + 2 = 5 \text{ درهم}
\]

4. تكلفة السنة (52 أسبوعًا):
\[
5 \text{ درهم/أسبوع} \times 52 \text{ أسبوع} = 260 \text{ درهم}
\]

5. عمر يخسر في السنة ‎200 درهم.

6. الفرق بين ما تخسره سعيدة وعمر:
\[
260 - 200 = 60 \text{ درهم}
\]

**النتيجة**

سعيدة تخسر 60 درهم أكثر من عمر في السنة.

**FINAL ANSWER: 60**",stop,185,951,1136,success,,1,1,0,
94,6879,darija,15,15,1,explicit_final,لبنى كاينة فمحل د اللعب. ديجا عندها فالشاريو 28 لعبة، كل وحدة كاتدير 10 دراهم. زادت عليهم 20 'نونوكس' (دبدوب). يلا كان عندها فبزطامها 580 درهم وهي بالضبط اللي قداتها باش تخلص كلشي، شحال داير النونوكس الواحد؟,"**Reasoning**

- Labni already has 28 toys, each costing 10 dirhams.  
  Cost of the toys = \(28 \times 10 = 280\) dirhams.

- She adds 20 “نونوكس” (teddy bears).  
  Let the price of one نونوكس be \(p\) dirhams.

- Total amount she has to pay is exactly the money in her wallet: 580 dirhams.  

  So,
  \[
  280 + 20p = 580
  \]

- Solve for \(p\):
  \[
  20p = 580 - 280 = 300 \\
  p = \frac{300}{20} = 15
  \]

Thus each نونوكس costs **15 dirhams**.

**Final numeric answer**

FINAL ANSWER: 15",stop,185,387,572,success,,1,1,0,
94,6879,english,15,15,1,explicit_final,"Louise is in a toy store. She already has 28 toys worth $10 each in her cart. On her way to the till she adds 20 teddy bears to the cart. If the $580 in Louise’s wallet is exactly enough to pay for all the toys, how much does each teddy bear cost?","Louise already has  

\[
28 \text{ toys} \times \$10 = \$280
\]

in her cart.  
She adds 20 teddy bears, and the total amount she can spend is \$580.

So the total cost of the teddy bears must be  

\[
\$580 - \$280 = \$300.
\]

With 20 teddy bears, the price per bear is  

\[
\frac{\$300}{20} = \$15.
\]

\[
\boxed{\$15}
\]

**FINAL ANSWER: 15**",stop,163,250,413,success,,1,1,0,
95,3014,english,1825,1825,1,explicit_final,"Travis is hired to take 638 bowls from the factory to the home goods store. The home goods store will pay the moving company a $100 fee, plus $3 for every bowl that is delivered safely. Travis must pay the home goods store $4 each for any bowls that are lost or broken. If 12 bowls are lost, 15 bowls are broken, and the rest are delivered safely, how much should Travis be paid?","The total number of bowls is  

\[
638 = 12\text{ (lost)} + 15\text{ (broken)} + \text{safe}
\]

So the number delivered safely is  

\[
\text{safe}=638-12-15 = 611.
\]

**Payments to Travis**

- Fixed fee from the store: \$100  
- Bonus for each safe bowl: \(3 \times 611 = \$1833\)

Total received:  

\[
100 + 1833 = \$1933.
\]

**Penalties Travis must pay**

- Lost or broken bowls: \(12+15 = 27\) bowls  
- Penalty per bowl: \$4  

Total penalty:  

\[
4 \times 27 = \$108.
\]

**Net amount Travis should be paid**

\[
1933 - 108 = \$1825.
\]

\[
\boxed{1825}
\]

FINAL ANSWER: 1825",stop,188,449,637,success,,1,1,0,
95,3014,darija,1825,108,0,explicit_final,طارق تفاهم يوصل 638 زلافة من المعمل للمحل. المحل غايخلص الشركة 100 درهم فيكس، و غايزيدو 3 دراهم على كل زلافة وصلات صاينة. ولكن طارق خاصو يخلص للمحل 4 دراهم خطية على أي زلافة تهرسات ولا تلفات. يلا تلفو 12 زلافة و تهرسو 15، والباقي وصل مزيان، شحال غايتخلص طارق فاللخر؟,"Tariq delivered a total of  

\[
638 \text{ jars}
\]

Out of these:

* Lost jars = 12  
* Broken jars = 15  

The rest arrived intact:

\[
\text{Intact jars}=638-12-15=611
\]

The shop’s payment to the company is not relevant for what Tariq must pay.  
Tariq must pay a penalty of **4 dirhams** for **each** jar that is either lost or broken.

\[
\text{Total penalty}=4 \times (\text{lost}+\text{broken})
=4 \times (12+15)
=4 \times 27
=108 \text{ dirhams}
\]

\[
\boxed{108}
\]

**FINAL ANSWER: 108**",stop,214,771,985,success,,0,0,0,
96,1338,darija,118,118,1,explicit_final,داري الجديدة فيها 12 بولا فالسقف متوسطة، ولكن شفت بلي كاينين بولات صغار وكبار فبيوت خرين. البولات الصغار كيهزو 1 بومبيا، المتوسطين كيهزو 2، والكبار كيهزو 3 بومبيات. شحال د البومبيات خاصني نشري إيلا مراتي قالت ليا شافت البولات الكبار مدوبلين على المتوسطين، والبولات الصغار زايدين بـ 10 على المتوسطين؟,"The house has  

* 12 medium balloons.  
* According to the wife, the number of large balloons is **double** the number of medium balloons.  
  \[
  \text{large}=2 \times 12 = 24
  \]
* The number of small balloons is **10 more** than the number of medium balloons.  
  \[
  \text{small}=12+10 = 22
  \]

Each type consumes a different amount of “bombiats”:  

* Small → 1 bombiat each → \(22 \times 1 = 22\)  
* Medium → 2 bombiats each → \(12 \times 2 = 24\)  
* Large → 3 bombiats each → \(24 \times 3 = 72\)

Total bombiats needed:
\[
22 + 24 + 72 = 118
\]

**FINAL ANSWER: 118**",stop,216,836,1052,success,,1,1,0,
96,1338,english,118,118,1,explicit_final,"My new house has 12 medium ceiling lights but I have seen small and large ceiling lights in other rooms. The small ones require 1 bulb, the medium ones require 2, and the large ones need 3 bulbs. How many bulbs should I buy if my wife says she saw twice as many large ceiling lights as medium ceiling lights and ten more small lights than medium ones?","The house has  

- Medium lights: \(M = 12\) (given)  
- Large lights: \(L = 2M = 2 \times 12 = 24\)  
- Small lights: \(S = M + 10 = 12 + 10 = 22\)

Bulbs required per light type:  

- Small: 1 bulb each → \(22 \times 1 = 22\) bulbs  
- Medium: 2 bulbs each → \(12 \times 2 = 24\) bulbs  
- Large: 3 bulbs each → \(24 \times 3 = 72\) bulbs  

Total bulbs needed:  
\(22 + 24 + 72 = 118\)

**FINAL ANSWER: 118**",stop,176,382,558,success,,1,1,0,
97,3058,english,42,42,1,explicit_final,"Barkley gets 10 new dog bones at the beginning of the month.  After 5 months, he has 8 bones available and has buried the rest.  How many bones has he buried?","Barkley receives **10 new bones at the start of each month**.  
Over 5 months he receives  

\[
10 \text{ bones/month} \times 5 \text{ months}=50 \text{ bones}.
\]

After those 5 months he still has 8 bones left that are not buried.  
Therefore the number of bones that have been buried is the total received minus the ones still available:

\[
50 - 8 = 42.
\]

**FINAL ANSWER: 42**",stop,141,544,685,success,,1,1,0,
97,3058,darija,42,42,1,explicit_final,بوبي (الكلب) كيجيبو ليه 10 د العضام جداد فبداية كل شهر. من بعد 5 شهور، بقاو عندو غير 8 د العضام باينين والباقي دفنهم. شحال من عضم دفن بوبي؟,"Bob receives 10 bones at the start of each month.  
Over 5 months he receives  

\[
5 \times 10 = 50 \text{ bones}.
\]

After the 5 months only 8 bones are still visible.  
Therefore the number of bones he buried is  

\[
50 - 8 = 42.
\]

**FINAL ANSWER: 42**",stop,162,321,483,success,,1,1,0,
98,2936,darija,86,86,1,explicit_final,كاينة 516 طوموبيلة فالباركينغ. التلت ديالهم زرقين، والنص حمرين، والباقي كحلين. شحال كاينة من طوموبيلة كحلة؟,"The total number of cars is  

\[
516
\]

- One‑third are blue:  

\[
\frac{1}{3}\times 516 = 172
\]

- One‑half are red:  

\[
\frac{1}{2}\times 516 = 258
\]

Cars that are not blue or red are black.  
So the number of black cars is  

\[
516 - (172 + 258) = 516 - 430 = 86
\]

**FINAL ANSWER: 86**",stop,148,260,408,success,,1,1,0,
98,2936,english,86,86,1,explicit_final,"There are 516 cars in a parking lot. One-third are blue, one-half are red, and the rest are black. How many black cars are on the lot?","The total number of cars is 516.

- Blue cars: one‑third of 516  
  \[
  \frac{1}{3}\times516 = \frac{516}{3}=172
  \]

- Red cars: one‑half of 516  
  \[
  \frac{1}{2}\times516 = \frac{516}{2}=258
  \]

- Black cars: the remainder after removing the blue and red cars  
  \[
  516 - (172 + 258) = 516 - 430 = 86
  \]

**FINAL ANSWER: 86**",stop,134,208,342,success,,1,1,0,
99,1722,english,180,180,1,explicit_final,"In a car racing competition, Skye drove a 6-kilometer track. For the first 3 kilometers, his speed was 150 kilometers per hour. For the next 2 kilometers, his speed was 50 kilometers per hour more. For the remaining 1 kilometer, his speed was twice as fast as his speed on the first 3 kilometers. What is Skye's average speed for the entire race?","**Reasoning**

1. **Total distance** = \(6\) km.

2. **Segment speeds and times**
   - First \(3\) km at \(150\) km/h:  
     \(t_1 = \dfrac{3}{150}=0.02\) h.
   - Next \(2\) km at \(150+50 = 200\) km/h:  
     \(t_2 = \dfrac{2}{200}=0.01\) h.
   - Last \(1\) km at twice the first speed, \(2 \times 150 = 300\) km/h:  
     \(t_3 = \dfrac{1}{300}=0.003\overline{3}\) h.

3. **Total time**  
   \(t_{\text{total}} = 0.02 + 0.01 + 0.003\overline{3}=0.033\overline{3}\) h  
   (which equals \(\frac{1}{30}\) hour).

4. **Average speed**  
   \[
   v_{\text{avg}} = \frac{\text{total distance}}{\text{total time}} = \frac{6\ \text{km}}{0.033\overline{3}\ \text{h}} = 6 \times 30 = 180\ \text{km/h}.
   \]

**Final numeric answer**

FINAL ANSWER: 180",stop,184,627,811,success,,1,1,0,
99,1722,darija,180,180,1,explicit_final,فواحد السباق د الطوموبيلات، حميد ساق فـ حلبة الطول ديالها 6 كيلومتر. فـ 3 كيلومتر اللولين، السرعة ديالو كانت 150 كلم فالساعة. فـ 2 كيلومتر اللي تابعينهم، السرعة ديالو تزادت بـ 50 كلم فالساعة. وفالكيلومتر الأخير اللي بقا، السرعة ديالو كانت الدوبل ديال السرعة فالـ 3 كيلومتر اللولين. شنو هي السرعة المتوسطة (Moyenne) ديال حميد فالسباق كامل؟,"**Reasoning**

The race is 6 km long and is divided into three parts.

| Part | Distance (km) | Speed (km/h) | Time = distance ÷ speed (h) |
|------|---------------|--------------|----------------------------|
| 1    | 3             | 150          | \( \frac{3}{150}=0.02\) |
| 2    | 2             | 150 + 50 = 200| \( \frac{2}{200}=0.01\) |
| 3    | 1             | 2 × 150 = 300| \( \frac{1}{300}=0.003\overline{3}\) |

Total time  

\[
t_{\text{total}} = 0.02 + 0.01 + 0.003\overline{3}
                 = 0.033\overline{3}\text{ h}
                 = \frac{1}{30}\text{ h}
                 = 2\text{ minutes}.
\]

Average speed is total distance divided by total time:

\[
v_{\text{avg}} = \frac{6\text{ km}}{1/30\text{ h}} = 6 \times 30 = 180\text{ km/h}.
\]

**FINAL ANSWER: 180**",stop,230,797,1027,success,,1,1,0,
100,5531,darija,4625,4625,1,explicit_final,دنيا ضربها طوبيس وبقات 3 يام فالسبيطار. السبيطار كيخلصو عليه 900 درهم للنهار فالفراش، و 250 درهم للساعة ديال الطبيب الاختصاصي (شافوها جوج طبة، كل واحد 15 دقيقة)، و لومبيلونص (الإسعاف) بـ 1800 درهم. شحال جاتها فالمجموع؟,"**Reasoning**

1. **Hospital bed charge**  
   - 900 DH per day  
   - Stayed 3 days  
   \[
   900 \times 3 = 2700 \text{ DH}
   \]

2. **Specialist doctor charge**  
   - 250 DH per hour  
   - Two doctors, each for 15 minutes → total time = \(15 + 15 = 30\) minutes = 0.5 hour  
   \[
   250 \times 0.5 = 125 \text{ DH}
   \]

3. **Ambulance (lombilonce) charge**  
   - Fixed cost = 1800 DH

4. **Total cost**  
   \[
   2700 + 125 + 1800 = 4625 \text{ DH}
   \]

**Final Answer**

FINAL ANSWER: 4625",stop,192,536,728,success,,1,1,0,
100,5531,english,4625,4625,1,explicit_final,"Dakota gets hit by a bus and has to spend 3 days in the hospital. The hospital charges her $900/day for her bed, $250/hour for two specialists to look at her 15 minutes each, and $1800 for the ambulance ride. How much is Dakota's medical bill?","**Step‑by‑step calculation**

1. **Hospital bed charge**  
   - $900 per day × 3 days = **$2,700**

2. **Specialist fees**  
   - Each specialist charges $250 per hour.  
   - They each spend 15 minutes = 0.25 hour.  
   - Cost per specialist: $250 × 0.25 = **$62.50**  
   - Two specialists: $62.50 × 2 = **$125**

3. **Ambulance ride**  
   - Fixed charge = **$1,800**

4. **Total medical bill**  
   - $2,700 (bed) + $125 (specialists) + $1,800 (ambulance) = **$4,625**

**FINAL ANSWER: 4625**",stop,160,340,500,success,,1,1,0,
101,2199,english,740,740,1,explicit_final,"At a university there are 1800 students. 30% of all the students are from other countries. Starting next semester, 200 new foreign students will begin studying at this University. How many foreign students will then study at the University if all other students continue to study?","First, determine how many foreign students are currently enrolled.

- Total students = 1800  
- Percentage of foreign students = 30 %  

Number of foreign students now  
\[
0.30 \times 1800 = 540.
\]

Next semester, 200 additional foreign students will join, and no one else leaves.  

New total of foreign students  
\[
540 + 200 = 740.
\]

**FINAL ANSWER: 740**",stop,155,206,361,success,,1,1,0,
101,2199,darija,740,740,1,explicit_final,فواحد الجامعة كاين 1800 طالب. 30% منهم طلبة أجانب. الدورة الجاية، 200 طالب أجنبي جديد غادي يتسجلو فهاد الجامعة. شحال غادي يولي عدد الطلبة الأجانب فالمجموع إيلا بقاو الطلبة لقدام كاملين؟,"The university currently has  

\[
1800 \text{ students}
\]

30 % of them are foreign students:

\[
0.30 \times 1800 = 540 \text{ foreign students}
\]

Next term, 200 new foreign students will be added, while all existing students stay.  

Total foreign students after the addition:

\[
540 + 200 = 740
\]

**FINAL ANSWER: 740**",stop,167,358,525,success,,1,1,0,
102,5793,darija,36,36,1,explicit_final,سميرة بغات تشري لعب لكلبها. اللعب دايرين ليهم عرض 'شري وحدة والتانية بنص التمن'، والوحدة كادير أصلا 12 درهم. هي شرات 4 د اللعبات. شحال خسرات فلوس؟,"The promotion works as follows:

- The first toy is sold at the regular price: 12 dirhams.  
- The second toy in the same purchase is sold at half price: \( \frac{12}{2}=6 \) dirhams.  

Thus each pair of toys costs  
\(12 + 6 = 18\) dirhams.

Samira bought 4 toys, which is two such pairs:

\[
2 \times 18 = 36 \text{ dirhams}
\]

So the amount of money she spent (i.e., “lost”) is:

**FINAL ANSWER: 36**",stop,158,419,577,success,,1,1,0,
102,5793,english,36,36,1,explicit_final,"The dog toys Samantha buys for her dog are ""buy one get one half off"" and all cost $12.00 each. She buys 4 toys.  How much does she spend on dog toys?","The regular price of each toy is \$12.

The “buy one get one half off” deal works in pairs:
- First toy: full price = \$12  
- Second toy: half price = \$12 ÷ 2 = \$6  

So each pair costs \$12 + \$6 = \$18.

Samantha buys 4 toys, which makes two such pairs:

\[
2 \times \$18 = \$36
\]

**FINAL ANSWER: 36**",stop,141,199,340,success,,1,1,0,
103,5640,english,43,43,1,explicit_final,"Phantom's mom gave him $50 to buy printer-inks. At the store, he bought two black printer inks which cost $11 each, three red printer inks which cost $15 each, and two yellow printer inks which cost $13 each. Phantom found out that his money is not enough to buy all the printer inks. How much more money should he ask his mom to be able to buy the printer inks?","First, calculate the total cost of the inks:

- Black inks: \(2 \times \$11 = \$22\)
- Red inks: \(3 \times \$15 = \$45\)
- Yellow inks: \(2 \times \$13 = \$26\)

Add these amounts:
\[
\$22 + \$45 + \$26 = \$93
\]

Phantom currently has \$50, so the additional money needed is:
\[
\$93 - \$50 = \$43
\]

**FINAL ANSWER: 43**",stop,184,229,413,success,,1,1,0,
103,5640,darija,43,43,1,explicit_final,الأم ديال حميد عطاتو 50 درهم باش يشري الحبار (لونكر) لليمبريمونت. ملي مشا للمكتبة، شرا 2 قراعي ديال الحبار الكحل، الوحدة بـ 11 درهم، و 3 ديال الحبار الأحمر، الوحدة بـ 15 درهم، و 2 ديال الحبار الصفر، الوحدة بـ 13 درهم. حميد لقا بلي الفلوس اللي عندو ماكافيينش باش يخلص كلشي. شحال خاصو يزيد يطلب من عند مو باش يقد يشري هادشي كامل؟,"حميد اشترى:

- 2 قراعي حبار أسود × 11 درهم = 22 درهم  
- 3 قراعي حبار أحمر × 15 درهم = 45 درهم  
- 2 قراعي حبار أصفر × 13 درهم = 26 درهم  

المجموع الكلي = 22 + 45 + 26 = **93 درهم**.

المال المتوفر عنده = 50 درهم.

المبلغ الناقص = 93 − 50 = **43 درهم**.

**FINAL ANSWER: 43**",stop,231,350,581,success,,1,1,0,
104,5348,darija,14400,14400,1,explicit_final,بوشرى عبرات البيت ديالها لقات فيه 10 أقدام (feet) فالطول و 10 فالعرض. علما أن القدم الواحد كيساوي 12 بوصة (inches)، شحال المساحة ديال بيتها بالبوصة المربعة؟,"The house is a square:

- Length = 10 feet  
- Width  = 10 feet  

**1. Compute the area in square feet**

\[
\text{Area}_{\text{ft}^2}=10\ \text{ft}\times 10\ \text{ft}=100\ \text{ft}^2
\]

**2. Convert square feet to square inches**

1 foot = 12 inches, therefore  

\[
1\ \text{ft}^2 = (12\ \text{in})\times(12\ \text{in}) = 144\ \text{in}^2
\]

**3. Multiply**

\[
\text{Area}_{\text{in}^2}=100\ \text{ft}^2 \times 144\ \frac{\text{in}^2}{\text{ft}^2}=14400\ \text{in}^2
\]

\[
\boxed{14400}
\]

FINAL ANSWER: 14400",stop,162,352,514,success,,1,1,0,
104,5348,english,14400,14400,1,explicit_final,"There are 12 inches to a foot. Blossom measures her room and finds that it is exactly 10 feet long in each direction. In square inches, what is the area of her room?","The room is a square 10 ft on each side.

- Convert feet to inches: \(10\text{ ft} = 10 \times 12 = 120\) in.
- Area in square inches: \(120\text{ in} \times 120\text{ in} = 14{,}400\text{ in}^2\).

**FINAL ANSWER: 14400**",stop,138,158,296,success,,1,1,0,
105,587,english,62,62,1,explicit_final,"Jeff spends three times as many hours on the weekend catching up with his Facebook pals as he does working. Monday through Friday, however, he spends four times as many hours working as he does catching up. If he spends 3 hours every day catching up, how many hours does he spend working in an entire week?","Jeff catches up on Facebook **3 hours each day**.

**Weekdays (Monday‑Friday)**  
- Catch‑up per day = 3 h  
- He works **four times as many hours** as he catches up.  
  \[
  \text{Working per weekday}=4 \times 3\text{ h}=12\text{ h}
  \]

**Weekend (Saturday‑Sunday)**  
- Catch‑up per day = 3 h  
- He spends **three times as many hours catching up** as he works, i.e.  
  \[
  \text{Catching up}=3 \times \text{Working}\;\Longrightarrow\; \text{Working}= \frac{3}{3}=1\text{ h per weekend day}
  \]

**Total weekly working hours**

- Weekdays: \(5 \times 12 = 60\) h  
- Weekend: \(2 \times 1 = 2\) h  

\[
\text{Total working hours}=60+2=62\text{ h}
\]

**Answer**

FINAL ANSWER: 62",stop,163,579,742,success,,1,1,0,
